createdAt,side,liquidity,type,market,price,size,fee
"2023-10-18T15:50:44.746Z","BUY","TAKER","MARKET","BTC-USD","28266","0.6917","9.775796"
"2023-10-18T15:50:44.746Z","BUY","TAKER","MARKET","BTC-USD","28266","0.0097","0.13709"
"2023-10-18T08:14:42.122Z","SELL","TAKER","MARKET","YFI-USD","5103","0.413","1.053769"
"2023-10-18T08:14:42.122Z","SELL","TAKER","MARKET","YFI-USD","5105","0.587","1.498317"
"2023-10-18T07:48:01.738Z","SELL","TAKER","MARKET","BTC-USD","28515","0.7014","10.00021"
"2023-10-18T04:49:30.652Z","BUY","TAKER","MARKET","YFI-USD","5107","0.445","1.136307"
"2023-10-18T04:49:30.652Z","BUY","TAKER","MARKET","YFI-USD","5107","0.185","0.472397"
"2023-10-18T04:49:30.652Z","BUY","TAKER","MARKET","YFI-USD","5107","0.185","0.472397"
"2023-10-18T04:49:30.652Z","BUY","TAKER","MARKET","YFI-USD","5106","0.185","0.472305"
"2023-10-18T04:35:27.624Z","BUY","TAKER","MARKET","BTC-USD","28473","0.1529","2.17676"
"2023-10-18T04:35:27.624Z","BUY","TAKER","MARKET","BTC-USD","28473","0.5481","7.803025"
"2023-10-17T18:57:19.831Z","SELL","TAKER","MARKET","YFI-USD","5071","0.4096","1.03854"
"2023-10-17T18:57:19.831Z","SELL","TAKER","MARKET","YFI-USD","5072","0.5904","1.497254"
"2023-10-17T05:03:25.693Z","SELL","TAKER","MARKET","BTC-USD","28192","0.701","9.881296"
"2023-10-16T18:34:54.888Z","SELL","TAKER","MARKET","BTC-USD","28337","0.1685","2.387392"
"2023-10-16T13:38:00.357Z","BUY","TAKER","MARKET","BTC-USD","28935","0.0314","0.454279"
"2023-10-16T13:38:00.357Z","BUY","TAKER","MARKET","BTC-USD","28928","0.1371","1.983014"
"2023-10-15T18:28:35.535Z","BUY","TAKER","MARKET","BTC-USD","26981","0.2014","2.716986"
"2023-10-14T07:33:40.686Z","SELL","TAKER","MARKET","BTC-USD","26867","0.2014","2.705506"
"2023-10-13T21:00:33.576Z","BUY","TAKER","MARKET","BTC-USD","27004","0.5054","6.82391"
"2023-10-13T21:00:33.576Z","BUY","TAKER","MARKET","BTC-USD","27004","0.005","0.06751"
"2023-10-13T20:55:01.150Z","BUY","TAKER","MARKET","ETH-USD","1555","1.5","1.16625"
"2023-10-13T20:54:38.793Z","BUY","TAKER","MARKET","YFI-USD","5135","0.514","1.319695"
"2023-10-13T20:54:38.793Z","BUY","TAKER","MARKET","YFI-USD","5135","0.486","1.247805"
"2023-10-13T20:54:22.393Z","BUY","TAKER","MARKET","LTC-USD","61.7","15","0.46275"
"2023-10-13T20:52:55.583Z","BUY","TAKER","MARKET","BTC-USD","26918","0.1756","2.3634"
"2023-10-13T20:52:55.583Z","BUY","TAKER","MARKET","BTC-USD","26918","0.0244","0.328399"
"2023-10-13T20:03:33.005Z","BUY","TAKER","MARKET","AAVE-USD","63.39","7","0.221865"
"2023-10-13T20:02:50.747Z","BUY","TAKER","MARKET","BTC-USD","26783","0.2898","3.880856"
"2023-10-13T20:02:50.747Z","BUY","TAKER","MARKET","BTC-USD","26783","0.0102","0.136593"
"2023-10-12T19:13:31.694Z","SELL","TAKER","MARKET","YFI-USD","5048","0.4","1.0096"
"2023-10-11T12:43:44.118Z","SELL","TAKER","MARKET","LTC-USD","61.9","15","0.46425"
"2023-10-10T15:01:23.903Z","SELL","TAKER","MARKET","AAVE-USD","64.04","7","0.22414"
"2023-10-10T14:58:35.163Z","SELL","TAKER","MARKET","BTC-USD","27430","0.3","4.1145"
"2023-10-10T14:30:00.168Z","BUY","TAKER","MARKET","BTC-USD","27570","0.3","4.1355"
"2023-10-08T18:16:32.546Z","SELL","TAKER","MARKET","BTC-USD","27853","0.15","2.088975"
"2023-10-07T06:09:30.662Z","SELL","TAKER","MARKET","BTC-USD","27906","0.15","2.09295"
"2023-10-06T21:38:52.922Z","BUY","TAKER","STOP_MARKET","BTC-USD","28278","0.197","2.785383"
"2023-10-06T21:38:52.922Z","BUY","TAKER","STOP_MARKET","BTC-USD","28275","0.003","0.042412"
"2023-10-06T21:38:52.922Z","BUY","TAKER","STOP_MARKET","BTC-USD","28274","0.1","1.4137"
"2023-10-05T07:26:21.885Z","SELL","TAKER","MARKET","BTC-USD","27588","0.3","4.1382"
"2023-10-05T00:48:52.853Z","BUY","TAKER","STOP_MARKET","BTC-USD","27871","0.3","4.18065"
"2023-10-04T19:22:59.683Z","SELL","TAKER","MARKET","BTC-USD","27733","0.1891","2.622155"
"2023-10-04T19:22:59.683Z","SELL","TAKER","MARKET","BTC-USD","27733","0.1109","1.537794"
"2023-10-04T07:51:58.205Z","BUY","TAKER","MARKET","BTC-USD","27435","0.3","4.11525"
"2023-10-03T06:52:50.086Z","SELL","TAKER","MARKET","BTC-USD","27663","0.3","4.14945"
"2023-10-02T14:24:57.944Z","SELL","TAKER","MARKET","YFI-USD","5426","0.0445","0.120728"
"2023-10-02T14:24:57.944Z","SELL","TAKER","MARKET","YFI-USD","5426","0.5555","1.507071"
"2023-10-01T05:44:59.770Z","BUY","TAKER","MARKET","YFI-USD","5386","0.3","0.8079"
"2023-10-01T05:12:00.935Z","BUY","TAKER","STOP_MARKET","YFI-USD","5328","0.3","0.7992"
"2023-09-28T16:03:17.956Z","BUY","TAKER","MARKET","ALGO-USD","0.0983","5000","0.24575"
"2023-09-27T17:29:11.979Z","SELL","TAKER","MARKET","YFI-USD","5186","0.3","0.7779"
"2023-09-27T11:49:03.858Z","BUY","TAKER","STOP_MARKET","BTC-USD","26737","0.3","4.01055"
"2023-09-24T18:29:04.504Z","SELL","TAKER","MARKET","BTC-USD","26559","0.3","3.98385"
"2023-09-12T21:07:52.626Z","SELL","MAKER","LIMIT","BTC-USD","26087","0.1","0.52174"
"2023-09-12T20:52:59.006Z","SELL","MAKER","LIMIT","BTC-USD","26090","0.1","0.5218"
"2023-09-11T15:17:18.561Z","BUY","TAKER","MARKET","BTC-USD","24995","0.2","2.4995"
"2023-08-28T02:42:20.583Z","SELL","TAKER","MARKET","YFI-USD","5742","0.3","0.8613"
"2023-08-22T17:19:58.032Z","SELL","TAKER","MARKET","BTC-USD","25883","0.188","2.433002"
"2023-08-22T17:19:58.032Z","SELL","TAKER","MARKET","BTC-USD","25883","0.01","0.129415"
"2023-08-22T17:19:58.032Z","SELL","TAKER","MARKET","BTC-USD","25883","0.002","0.025883"
"2023-08-22T16:59:20.972Z","BUY","MAKER","LIMIT","BTC-USD","26001","0.2","1.04004"
"2023-08-21T07:58:47.392Z","SELL","TAKER","MARKET","BTC-USD","25997","0.2","2.5997"
"2023-08-20T23:46:51.977Z","SELL","TAKER","MARKET","BTC-USD","26162","0.1","1.3081"
"2023-08-19T19:57:30.501Z","SELL","TAKER","MARKET","BTC-USD","26142","0.1","1.3071"
"2023-08-18T15:59:54.380Z","BUY","TAKER","MARKET","BTC-USD","25977","0.1","1.29885"
"2023-08-17T21:45:21.992Z","BUY","TAKER","MARKET","BTC-USD","24960","0.3","3.744"
"2023-08-16T18:33:45.596Z","SELL","TAKER","MARKET","ALGO-USD","0.1042","5000","0.2605"
"2023-08-13T20:11:30.728Z","SELL","TAKER","MARKET","ETH-USD","1856.8","0.972","0.902404"
"2023-08-13T20:11:30.728Z","SELL","TAKER","MARKET","ETH-USD","1856.8","0.012","0.01114"
"2023-08-13T20:11:30.728Z","SELL","TAKER","MARKET","ETH-USD","1856.8","0.016","0.014854"
"2023-08-13T20:11:30.728Z","SELL","TAKER","MARKET","ETH-USD","1856.8","0.012","0.01114"
"2023-08-13T20:11:30.728Z","SELL","TAKER","MARKET","ETH-USD","1856.8","0.14","0.129976"
"2023-08-13T20:11:30.728Z","SELL","TAKER","MARKET","ETH-USD","1856.8","0.33","0.306372"
"2023-08-13T20:11:30.728Z","SELL","TAKER","MARKET","ETH-USD","1856.8","0.018","0.016711"
"2023-08-13T20:11:14.687Z","SELL","TAKER","MARKET","BTC-USD","29410","0.7104","10.446432"
"2023-08-13T19:41:27.803Z","BUY","TAKER","MARKET","ETH-USD","1855.8","1.187","1.101417"
"2023-08-13T19:41:27.803Z","BUY","TAKER","MARKET","ETH-USD","1855.8","0.313","0.290432"
"2023-08-13T19:41:14.920Z","BUY","TAKER","MARKET","BTC-USD","29427","0.1162","1.709708"
"2023-08-13T19:41:14.920Z","BUY","TAKER","MARKET","BTC-USD","29427","0.3617","5.321872"
"2023-08-13T19:41:14.920Z","BUY","TAKER","MARKET","BTC-USD","29426","0.204","3.001452"
"2023-08-13T19:41:14.920Z","BUY","TAKER","MARKET","BTC-USD","29426","0.0164","0.241293"
"2023-08-13T19:41:14.920Z","BUY","TAKER","MARKET","BTC-USD","29424","0.0011","0.016183"
"2023-08-13T19:41:14.920Z","BUY","TAKER","MARKET","BTC-USD","29424","0.0011","0.016183"
"2023-08-13T19:41:14.920Z","BUY","TAKER","MARKET","BTC-USD","29424","0.0009","0.01324"
"2023-08-11T15:44:30.683Z","SELL","TAKER","MARKET","BTC-USD","29340","0.5991","8.788797"
"2023-08-11T15:44:30.683Z","SELL","TAKER","MARKET","BTC-USD","29340","0.1023","1.500741"
"2023-08-11T15:44:05.252Z","SELL","TAKER","MARKET","ETH-USD","1842.8","1.5","1.3821"
"2023-08-11T15:42:51.488Z","SELL","TAKER","MARKET","TRX-USD","0.0769","20000","0.769"
"2023-08-11T15:42:16.234Z","SELL","TAKER","MARKET","ETH-USD","1843.1","1.5","1.382325"
"2023-08-11T15:41:59.127Z","SELL","TAKER","MARKET","BTC-USD","29345","0.3","4.40175"
"2023-08-11T05:43:02.053Z","BUY","TAKER","MARKET","ETH-USD","1846.9","1.5","1.385175"
"2023-08-10T22:23:05.114Z","SELL","TAKER","MARKET","ETH-USD","1849.8","1.5","1.38735"
"2023-08-10T06:17:15.187Z","BUY","TAKER","MARKET","TRX-USD","0.0769","3280","0.126116"
"2023-08-10T06:17:15.187Z","BUY","TAKER","MARKET","TRX-USD","0.0769","16720","0.642884"
"2023-08-09T17:33:52.566Z","BUY","TAKER","MARKET","BTC-USD","29453","0.15","2.208975"
"2023-08-08T23:19:46.319Z","BUY","TAKER","MARKET","BTC-USD","29802","0.15","2.23515"
"2023-08-08T15:20:53.137Z","BUY","TAKER","MARKET","ETH-USD","1840.9","1.5","1.380675"
"2023-08-08T13:17:26.980Z","SELL","TAKER","MARKET","BTC-USD","29588","0.3","4.4382"
"2023-08-08T13:04:57.372Z","BUY","TAKER","MARKET","BTC-USD","29636","0.3","4.4454"
"2023-08-08T13:04:32.989Z","BUY","TAKER","MARKET","BTC-USD","29639","0.7014","10.394397"
"2023-08-08T12:57:59.320Z","BUY","TAKER","MARKET","ETH-USD","1842.9","5","4.60725"
"2023-08-08T07:50:50.305Z","SELL","TAKER","MARKET","BTC-USD","29165","0.7014","10.228165"
"2023-08-08T07:50:37.809Z","SELL","TAKER","MARKET","ETH-USD","1828.6","5","4.5715"
"2023-08-07T21:22:48.295Z","BUY","TAKER","MARKET","ETH-USD","1825.1","5","4.56275"
"2023-08-07T21:22:35.097Z","BUY","TAKER","MARKET","BTC-USD","29175","0.4329","6.314928"
"2023-08-07T21:22:35.097Z","BUY","TAKER","MARKET","BTC-USD","29174","0.0022","0.032091"
"2023-08-07T21:22:35.097Z","BUY","TAKER","MARKET","BTC-USD","29174","0.1903","2.775906"
"2023-08-07T21:22:35.097Z","BUY","TAKER","MARKET","BTC-USD","29174","0.076","1.108612"
"2023-08-04T18:52:00.027Z","SELL","TAKER","MARKET","ETH-USD","1831.3","5","4.57825"
"2023-08-04T15:18:11.712Z","SELL","TAKER","MARKET","BTC-USD","29231","0.7014","10.251311"
"2023-08-04T13:37:44.255Z","BUY","TAKER","MARKET","ETH-USD","1845.7","1.5","1.384275"
"2023-08-04T12:41:36.279Z","BUY","TAKER","MARKET","BTC-USD","29185","0.7014","10.235179"
"2023-08-03T19:05:40.116Z","BUY","TAKER","MARKET","ALGO-USD","0.1071","4153","0.222393"
"2023-08-03T19:05:40.116Z","BUY","TAKER","MARKET","ALGO-USD","0.1071","16000","0.8568"
"2023-08-02T18:05:53.344Z","SELL","TAKER","MARKET","ALGO-USD","0.1067","1653","0.088187"
"2023-08-02T18:05:53.344Z","SELL","TAKER","MARKET","ALGO-USD","0.1067","18500","0.986975"
"2023-08-02T17:56:27.610Z","SELL","TAKER","MARKET","ETH-USD","1829.7","1.5","1.372275"
"2023-08-02T17:56:10.093Z","SELL","TAKER","MARKET","BTC-USD","29114","0.7014","10.210279"
"2023-08-02T17:55:54.534Z","SELL","TAKER","MARKET","LTC-USD","86.7","24","1.0404"
"2023-08-02T05:47:26.225Z","BUY","TAKER","MARKET","LTC-USD","92.4","24","1.1088"
"2023-08-02T05:39:52.110Z","BUY","TAKER","MARKET","BTC-USD","29610","0.166","2.45763"
"2023-08-02T05:39:52.110Z","BUY","TAKER","MARKET","BTC-USD","29610","0.544","8.05392"
"2023-08-01T08:08:14.141Z","SELL","TAKER","MARKET","BTC-USD","28924","0.71","10.26802"
"2023-08-01T07:09:28.839Z","SELL","TAKER","MARKET","LTC-USD","90.4","12","0.5424"
"2023-08-01T07:08:49.049Z","SELL","TAKER","MARKET","XLM-USD","0.147","6590","0.484365"
"2023-08-01T07:08:49.049Z","SELL","TAKER","MARKET","XLM-USD","0.147","3410","0.250635"
"2023-07-31T19:48:22.967Z","BUY","TAKER","MARKET","XLM-USD","0.1545","2000","0.1545"
"2023-07-31T13:54:33.179Z","SELL","TAKER","STOP_MARKET","LTC-USD","92.1","30","1.3815"
"2023-07-31T11:17:43.082Z","BUY","MAKER","LIMIT","LTC-USD","93.6","26.16","0.489715"
"2023-07-31T11:17:43.077Z","BUY","MAKER","LIMIT","LTC-USD","93.6","3.84","0.071884"
"2023-07-30T20:37:37.441Z","BUY","TAKER","MARKET","XLM-USD","0.1543","4000","0.3086"
"2023-07-26T19:03:43.310Z","BUY","TAKER","MARKET","XLM-USD","0.1451","4000","0.2902"
"2023-07-26T09:29:09.251Z","SELL","TAKER","STOP_MARKET","FIL-USD","4.31","200","0.431"
"2023-07-24T16:41:29.801Z","BUY","TAKER","MARKET","FIL-USD","4.46","200","0.446"
"2023-07-24T09:52:41.444Z","BUY","TAKER","MARKET","LTC-USD","88.9","12","0.5334"
"2023-07-24T09:50:52.398Z","SELL","TAKER","STOP_MARKET","FIL-USD","4.39","380","0.8341"
"2023-07-24T08:54:53.411Z","SELL","TAKER","MARKET","LTC-USD","92.1","12","0.5526"
"2023-07-23T17:45:58.740Z","BUY","TAKER","MARKET","FIL-USD","4.63","380","0.8797"
"2023-07-23T17:30:08.042Z","BUY","TAKER","MARKET","LTC-USD","92.7","12","0.5562"
"2023-07-23T06:31:50.564Z","SELL","TAKER","MARKET","LTC-USD","92.5","12","0.555"
"2023-07-22T23:17:20.894Z","SELL","TAKER","STOP_MARKET","FIL-USD","4.43","278.2","0.616213"
"2023-07-22T23:17:20.894Z","SELL","TAKER","STOP_MARKET","FIL-USD","4.43","121.8","0.269787"
"2023-07-21T14:41:54.934Z","BUY","TAKER","MARKET","FIL-USD","4.52","400","0.904"
"2023-07-17T19:21:39.540Z","BUY","TAKER","MARKET","LTC-USD","91.1","12","0.530202"
"2023-03-10T21:06:23.652Z","SELL","TAKER","MARKET","ETH-USD","1414.4","0.627","0.430111"
"2023-03-10T21:06:23.652Z","SELL","TAKER","MARKET","ETH-USD","1414.4","1.02","0.699703"
"2023-03-09T19:13:38.427Z","SELL","TAKER","MARKET","ETH-USD","1495.3","0.013","0.009427"
"2023-03-09T19:13:23.292Z","SELL","TAKER","MARKET","ETH-USD","1495.5","0.013","0.009429"
"2023-03-09T19:12:16.391Z","SELL","TAKER","MARKET","BTC-USD","20867","0.12","1.214459"
"2023-03-09T19:12:16.391Z","SELL","TAKER","MARKET","BTC-USD","20867","0.08","0.809639"
"2023-03-09T19:12:16.391Z","SELL","TAKER","MARKET","BTC-USD","20867","0.1","1.012049"
"2023-03-09T19:02:01.487Z","BUY","TAKER","MARKET","BTC-USD","20980","0.3","3.05259"
"2023-03-09T18:50:48.739Z","SELL","TAKER","STOP_MARKET","BTC-USD","20996","0.3","3.054918"
"2023-03-09T18:32:54.561Z","BUY","TAKER","MARKET","BTC-USD","21075","0.3","3.066412"
"2023-03-08T12:54:01.741Z","SELL","TAKER","STOP_MARKET","BTC-USD","22000","0.3","3.3"
"2023-03-08T10:16:26.842Z","BUY","TAKER","STOP_MARKET","BTC-USD","22025","0.3","3.30375"
"2023-03-08T08:54:02.662Z","BUY","MAKER","LIMIT","ETH-USD","1554.4","1.673","0.520102"
"2023-03-07T14:44:01.323Z","BUY","TAKER","MARKET","BTC-USD","22300","0.2614","2.91461"
"2023-03-07T14:16:21.147Z","SELL","TAKER","STOP_MARKET","BTC-USD","22301","0.2614","2.91474"
"2023-03-06T19:18:35.321Z","SELL","TAKER","MARKET","BTC-USD","22405","0.2","2.2405"
"2023-03-06T08:38:12.496Z","BUY","TAKER","STOP_MARKET","BTC-USD","22448","0.1545","1.734108"
"2023-03-06T08:38:12.496Z","BUY","TAKER","STOP_MARKET","BTC-USD","22447","0.001","0.011223"
"2023-03-06T08:38:12.496Z","BUY","TAKER","STOP_MARKET","BTC-USD","22447","0.0445","0.499445"
"2023-03-06T04:31:38.031Z","SELL","TAKER","MARKET","BTC-USD","22353","0.0837","0.935473"
"2023-03-03T14:12:26.762Z","SELL","TAKER","MARKET","YFI-USD","11073","0.4793","2.653644"
"2023-03-03T14:12:26.762Z","SELL","TAKER","MARKET","YFI-USD","11073","0.027","0.149485"
"2023-03-03T14:12:26.762Z","SELL","TAKER","MARKET","YFI-USD","11073","0.0453","0.250803"
"2023-03-03T14:12:26.762Z","SELL","TAKER","MARKET","YFI-USD","11074","0.0484","0.26799"
"2023-03-01T17:01:00.000Z","BUY","TAKER","MARKET","YFI-USD","9728","0.0050","0.009836"
"2023-03-01T17:01:35.488Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.136","0.264601"
"2023-03-01T17:01:35.431Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.2","0.38912"
"2023-03-01T17:01:35.396Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.2","0.38912"
"2023-03-01T17:01:35.363Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.002","0.003891"
"2023-03-01T17:01:35.245Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.018","0.03502"
"2023-03-01T17:01:34.427Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.002","0.003891"
"2023-03-01T17:01:34.349Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.003","0.005836"
"2023-03-01T17:01:34.306Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.003","0.005836"
"2023-03-01T17:01:34.250Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.002","0.003891"
"2023-03-01T17:01:34.245Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.002","0.003891"
"2023-03-01T17:01:34.234Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.003","0.005836"
"2023-03-01T17:01:34.228Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.002","0.003891"
"2023-03-01T17:01:34.221Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.003","0.005836"
"2023-03-01T17:01:34.219Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.003","0.005836"
"2023-03-01T17:01:34.219Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.003","0.005836"
"2023-03-01T17:01:34.218Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.003","0.005836"
"2023-03-01T17:01:34.216Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.003","0.005836"
"2023-03-01T17:01:34.208Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.002","0.003891"
"2023-03-01T17:01:34.208Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.002","0.003891"
"2023-03-01T17:01:34.205Z","BUY","MAKER","LIMIT","YFI-USD","9728","0.003","0.005836"
"2023-03-01T16:20:35.121Z","BUY","TAKER","MARKET","BTC-USD","23609","0.0837","0.988036"
"2023-03-01T11:49:16.613Z","SELL","TAKER","MARKET","BTC-USD","23711","0.0857","1.016016"
"2023-03-01T11:39:48.712Z","SELL","TAKER","MARKET","YFI-USD","9685","0.05","0.242125"
"2023-03-01T11:39:48.712Z","SELL","TAKER","MARKET","YFI-USD","9686","0.13","0.62959"
"2023-03-01T11:39:48.712Z","SELL","TAKER","MARKET","YFI-USD","9686","0.053","0.256679"
"2023-03-01T11:39:48.712Z","SELL","TAKER","MARKET","YFI-USD","9687","0.053","0.256705"
"2023-03-01T11:39:48.712Z","SELL","TAKER","MARKET","YFI-USD","9689","0.154","0.746053"
"2023-03-01T11:39:48.712Z","SELL","TAKER","MARKET","YFI-USD","9689","0.03","0.145335"
"2023-03-01T11:39:48.712Z","SELL","TAKER","MARKET","YFI-USD","9690","0.13","0.62985"
"2023-03-01T10:30:22.021Z","BUY","TAKER","STOP_MARKET","YFI-USD","9745","0.217","1.057332"
"2023-03-01T10:30:22.021Z","BUY","TAKER","STOP_MARKET","YFI-USD","9744","0.153","0.745416"
"2023-03-01T10:30:22.021Z","BUY","TAKER","STOP_MARKET","YFI-USD","9743","0.03","0.146145"
"2023-03-01T10:30:22.021Z","BUY","TAKER","STOP_MARKET","YFI-USD","9742","0.1","0.4871"
"2023-03-01T10:30:22.021Z","BUY","TAKER","STOP_MARKET","YFI-USD","9740","0.1","0.487"
"2023-03-01T09:43:17.708Z","SELL","TAKER","STOP_MARKET","ETH-USD","1652","5","4.13"
"2023-03-01T08:59:13.473Z","SELL","TAKER","MARKET","ETH-USD","1658.4","3.794","3.145984"
"2023-03-01T08:59:13.473Z","SELL","TAKER","MARKET","ETH-USD","1658.4","1.206","1.000015"
"2023-03-01T08:54:13.167Z","BUY","TAKER","STOP_MARKET","ETH-USD","1656.8","10","8.284"
"2023-03-01T08:32:55.442Z","SELL","TAKER","MARKET","BTC-USD","23738","0.001","0.011869"
