Koinly Date,Pair,Side,Amount,Price,Total,Fee Amount,Fee Currency
2023-03-01 08:32:00,BTC-USDC,Sell,-0.001,23738.0,-23.738,-0.011869,USDC
2023-03-01 05:37:00,BTC-USDC,Buy,0.0867,23692.0,2054.0964,-1.027048,USDC
2023-02-28 21:15:00,BTC-USDC,Sell,-0.0887,23162.0,-2054.4694,-1.027234,USDC
2023-02-28 12:53:00,BTC-USDC,Buy,0.0887,23450.0,2080.015,-1.040007,USDC
2023-02-25 13:07:00,TRX-USDC,Buy,27200.0,0.0678,1844.16,-0.368832,USDC
2023-02-25 13:07:00,TRX-USDC,Buy,40470.0,0.0678,2743.866,-0.548773,USDC
2023-02-25 13:07:00,TRX-USDC,Buy,24200.0,0.0678,1640.76,-0.328152,USDC
2023-02-25 12:55:00,TRX-USDC,Buy,15780.0,0.068,1073.04,-0.214608,USDC
2023-02-25 12:55:00,TRX-USDC,Buy,20000.0,0.068,1360.0,-0.272,USDC
2023-02-25 12:55:00,TRX-USDC,Buy,20000.0,0.068,1360.0,-0.272,USDC
2023-02-25 12:55:00,TRX-USDC,Buy,20000.0,0.068,1360.0,-0.272,USDC
2023-02-25 12:55:00,TRX-USDC,Buy,16100.0,0.068,1094.8000000000002,-0.21896,USDC
2023-02-25 12:30:00,TRX-USDC,Sell,-132650.0,0.0683,-9059.995,-4.529997,USDC
2023-02-25 12:30:00,TRX-USDC,Sell,-17500.0,0.0683,-1195.25,-0.597625,USDC
2023-02-25 12:30:00,TRX-USDC,Sell,-16100.0,0.0683,-1099.6299999999999,-0.549815,USDC
2023-02-25 12:30:00,TRX-USDC,Sell,-17500.0,0.0683,-1195.25,-0.597625,USDC
2023-02-24 23:14:00,BTC-USDC,Buy,0.0137,23174.0,317.48380000000003,-0.158741,USDC
2023-02-24 23:14:00,BTC-USDC,Buy,0.05,23174.0,1158.7,-0.57935,USDC
2023-02-24 23:14:00,BTC-USDC,Buy,0.0863,23174.0,1999.9162000000001,-0.999958,USDC
2023-02-24 21:43:00,BTC-USDC,Sell,-0.0636,23142.0,-1471.8312,-0.735915,USDC
2023-02-24 21:43:00,BTC-USDC,Sell,-0.0864,23142.0,-1999.4688,-0.999734,USDC
2023-02-24 20:26:00,BTC-USDC,Buy,0.2,23329.0,4665.8,-2.3329,USDC
2023-02-24 16:33:00,BTC-USDC,Buy,0.1,23202.0,2320.2000000000003,-1.1601,USDC
2023-02-24 13:37:00,BTC-USDC,Sell,-0.28,23751.0,-6650.280000000001,-3.32514,USDC
2023-02-24 13:37:00,BTC-USDC,Sell,-0.02,23752.0,-475.04,-0.23752,USDC
2023-02-24 10:08:00,LINK-USDC,Buy,600.0,8.021,4812.6,-2.4063,USDC
2023-02-24 10:08:00,LINK-USDC,Buy,150.0,8.021,1203.15,-0.601575,USDC
2023-02-24 10:03:00,LINK-USDC,Buy,124.0,7.978,989.2719999999999,-0.494636,USDC
2023-02-24 10:03:00,LINK-USDC,Buy,626.0,7.978,4994.228,-2.497114,USDC
2023-02-24 09:21:00,LINK-USDC,Sell,-443.5,8.031,-3561.7485,-1.780874,USDC
2023-02-24 09:21:00,LINK-USDC,Sell,-894.0,8.032,-7180.608,-3.590304,USDC
2023-02-24 09:21:00,LINK-USDC,Sell,-150.0,8.033,-1204.9499999999998,-0.602475,USDC
2023-02-24 09:21:00,LINK-USDC,Sell,-12.5,8.033,-100.4125,-0.050206,USDC
2023-02-24 08:25:00,LINK-USDC,Sell,-81.3,8.043,-653.8958999999999,-0.326947,USDC
2023-02-24 08:25:00,LINK-USDC,Sell,-150.0,8.044,-1206.6000000000001,-0.6033,USDC
2023-02-23 22:15:00,SUSHI-USDC,Sell,-1000.0,1.454,-1454.0,-0.727,USDC
2023-02-23 19:46:00,SUSHI-USDC,Buy,329.6,1.454,479.2384,-0.239619,USDC
2023-02-23 19:46:00,SUSHI-USDC,Buy,670.4,1.454,974.7615999999999,-0.48738,USDC
2023-02-23 13:53:00,LINK-USDC,Buy,196.9,8.112,1597.2528,-0.798626,USDC
2023-02-23 13:53:00,LINK-USDC,Buy,34.4,8.11,278.984,-0.139492,USDC
2023-02-23 13:15:00,BTC-USDC,Sell,-0.3,24090.0,-7227.0,-3.6135,USDC
2023-02-23 12:54:00,BTC-USDC,Buy,0.3,24000.0,7200.0,-3.6,USDC
2023-02-23 11:45:00,BTC-USDC,Sell,-0.3,23771.0,-7131.3,-3.56565,USDC
2023-02-23 07:13:00,BTC-USDC,Buy,0.22,24407.0,5369.54,-2.68477,USDC
2023-02-23 07:13:00,BTC-USDC,Buy,0.08,24407.0,1952.56,-0.97628,USDC
2023-02-22 11:57:00,BTC-USDC,Buy,0.2,24167.0,4833.400000000001,-2.4167,USDC
2023-02-22 10:56:00,BTC-USDC,Sell,-0.2,24171.0,-4834.2,-2.4171,USDC
2023-02-21 20:41:00,BTC-USDC,Sell,-0.13,24453.0,-3178.8900000000003,-1.589445,USDC
2023-02-21 20:41:00,BTC-USDC,Sell,-0.07,24453.0,-1711.7100000000003,-0.855855,USDC
2023-02-21 20:41:00,BTC-USDC,Sell,-0.1,24453.0,-2445.3,-1.22265,USDC
2023-02-21 08:22:00,BTC-USDC,Sell,-0.0369,25058.0,-924.6402,-0.46232,USDC
2023-02-21 08:22:00,BTC-USDC,Sell,-0.0018,25058.0,-45.1044,-0.022552,USDC
2023-02-21 08:22:00,BTC-USDC,Sell,-0.0018,25058.0,-45.1044,-0.022552,USDC
2023-02-21 08:18:00,BTC-USDC,Buy,0.1395,25132.0,3505.914,-1.752957,USDC
2023-02-21 08:18:00,BTC-USDC,Buy,0.1105,25129.0,2776.7545,-1.388377,USDC
2023-02-20 14:49:00,BTC-USDC,Buy,0.0905,24964.0,2259.2419999999997,-1.129621,USDC
2023-02-20 14:44:00,BTC-USDC,Sell,-0.3,24823.0,-7446.9,-3.72345,USDC
2023-02-20 04:16:00,BTC-USDC,Buy,0.24,24538.0,5889.12,-2.94456,USDC
2023-02-20 04:16:00,BTC-USDC,Buy,0.06,24538.0,1472.28,-0.73614,USDC
2023-02-19 18:18:00,BTC-USDC,Sell,-0.3,24445.0,-7333.5,-3.66675,USDC
2023-02-19 15:18:00,BTC-USDC,Buy,0.3,24878.0,7463.4,-3.7317,USDC
2023-02-17 20:06:00,ETH-USDC,Buy,0.4,1714.5,685.8000000000001,-0.3429,USDC
2023-02-17 13:21:00,ETH-USDC,Sell,-0.4,1662.1,-664.84,-0.33242,USDC
2023-02-16 18:16:00,BTC-USDC,Sell,-0.3,24905.0,-7471.5,-3.73575,USDC
2023-02-14 13:30:00,BTC-USDC,Buy,0.0654,21665.0,1416.891,-0.708445,USDC
2023-02-14 13:30:00,BTC-USDC,Buy,0.1173,21663.0,2541.0699,-1.270534,USDC
2023-02-14 13:30:00,BTC-USDC,Buy,0.1173,21662.0,2540.9526,-1.270476,USDC
2023-02-14 13:30:00,BTC-USDC,Sell,-0.3,21569.0,-6470.7,-3.23535,USDC
2023-02-13 23:29:00,BTC-USDC,Sell,-0.0809,21802.0,-1763.7818,-0.88189,USDC
2023-02-13 23:29:00,BTC-USDC,Sell,-0.0691,21803.0,-1506.5873,-0.753293,USDC
2023-02-13 23:29:00,BTC-USDC,Sell,-0.05,21803.0,-1090.15,-0.545075,USDC
2023-02-13 23:29:00,BTC-USDC,Sell,-0.05,21803.0,-1090.15,-0.545075,USDC
2023-02-13 23:13:00,BTC-USDC,Buy,0.0791,21709.0,1717.1819,-0.85859,USDC
2023-02-13 23:13:00,BTC-USDC,Buy,0.1209,21709.0,2624.6180999999997,-1.312309,USDC
2023-02-13 23:13:00,BTC-USDC,Buy,0.1,21709.0,2170.9,-1.08545,USDC
2023-02-13 23:13:00,BTC-USDC,Buy,0.1,21709.0,2170.9,-1.08545,USDC
2023-02-13 23:13:00,BTC-USDC,Buy,0.05,21709.0,1085.45,-0.542725,USDC
2023-02-13 23:13:00,BTC-USDC,Buy,0.05,21709.0,1085.45,-0.542725,USDC
2023-02-13 18:57:00,BTC-USDC,Buy,0.019,21652.0,411.388,-0.205694,USDC
2023-02-13 18:57:00,BTC-USDC,Buy,0.031,21652.0,671.212,-0.335606,USDC
2023-02-09 19:32:00,LINK-USDC,Sell,-181.0,7.294,-1320.214,-0.660107,USDC
2023-02-09 07:34:00,LINK-USDC,Buy,65.2,7.303,476.1556,-0.238077,USDC
2023-02-09 07:34:00,LINK-USDC,Buy,115.8,7.296,844.8768,-0.422438,USDC
2023-02-08 15:08:00,XLM-USDC,Sell,-4180.0,0.0912,-381.216,-0.190608,USDC
2023-02-08 15:08:00,XLM-USDC,Sell,-11250.0,0.0912,-1026.0,-0.513,USDC
2023-02-08 15:08:00,XLM-USDC,Sell,-12070.0,0.0912,-1100.784,-0.550392,USDC
2023-02-08 15:08:00,XLM-USDC,Sell,-13500.0,0.0912,-1231.2,-0.6156,USDC
2023-02-08 13:00:00,XLM-USDC,Buy,14000.0,0.0926,1296.4,-0.6482,USDC
2023-02-08 13:00:00,XLM-USDC,Buy,13500.0,0.0926,1250.1000000000001,-0.62505,USDC
2023-02-08 13:00:00,XLM-USDC,Buy,13500.0,0.0926,1250.1000000000001,-0.62505,USDC
2023-01-30 05:31:00,BTC-USDC,Sell,-0.06,23683.0,-1420.98,-0.71049,USDC
2023-01-30 05:31:00,BTC-USDC,Sell,-0.05,23683.0,-1184.15,-0.592075,USDC
2023-01-30 05:31:00,BTC-USDC,Sell,-0.14,23683.0,-3315.6200000000003,-1.65781,USDC
2023-01-28 19:22:00,BTC-USDC,Buy,0.25,23038.0,5759.5,-2.87975,USDC
2023-01-28 07:18:00,TRX-USDC,Sell,-61000.0,0.0628,-3830.7999999999997,-1.9154,USDC
2023-01-28 07:18:00,TRX-USDC,Sell,-19000.0,0.0628,-1193.1999999999998,-0.5966,USDC
2023-01-27 16:12:00,BTC-USDC,Sell,-0.18,23005.0,-4140.9,-2.07045,USDC
2023-01-27 16:12:00,BTC-USDC,Sell,-0.07,23005.0,-1610.3500000000001,-0.805175,USDC
2023-01-27 08:39:00,BTC-USDC,Buy,0.25,23005.0,5751.25,-2.875625,USDC
2023-01-27 08:18:00,TRX-USDC,Buy,40000.0,0.0628,2512.0,-1.256,USDC
2023-01-27 08:18:00,TRX-USDC,Buy,25000.0,0.0629,1572.5,-0.78625,USDC
2023-01-27 08:18:00,TRX-USDC,Buy,15000.0,0.0629,943.5,-0.47175,USDC
2023-01-27 07:51:00,BTC-USDC,Buy,0.14,23063.0,3228.82,-1.61441,USDC
2023-01-27 07:51:00,BTC-USDC,Buy,0.06,23063.0,1383.78,-0.69189,USDC
2023-01-27 06:57:00,BTC-USDC,Sell,-0.046,22994.0,-1057.724,-0.528862,USDC
2023-01-27 06:57:00,BTC-USDC,Sell,-0.021,22996.0,-482.91600000000005,-0.241458,USDC
2023-01-27 06:57:00,BTC-USDC,Sell,-0.021,22996.0,-482.91600000000005,-0.241458,USDC
2023-01-27 06:57:00,BTC-USDC,Sell,-0.021,22996.0,-482.91600000000005,-0.241458,USDC
2023-01-27 06:57:00,BTC-USDC,Sell,-0.021,22996.0,-482.91600000000005,-0.241458,USDC
2023-01-27 06:57:00,BTC-USDC,Sell,-0.049,22996.0,-1126.804,-0.563402,USDC
2023-01-27 06:57:00,BTC-USDC,Sell,-0.021,22996.0,-482.91600000000005,-0.241458,USDC
2023-01-27 01:36:00,BTC-USDC,Sell,-0.5,22750.0,-11375.0,-5.6875,USDC
2023-01-25 08:54:00,BTC-USDC,Buy,0.2436,22690.0,5527.284000000001,-2.763642,USDC
2023-01-25 08:54:00,BTC-USDC,Buy,0.0882,22690.0,2001.258,-1.000629,USDC
2023-01-25 08:54:00,BTC-USDC,Buy,0.0882,22690.0,2001.258,-1.000629,USDC
2023-01-25 08:54:00,BTC-USDC,Buy,0.08,22689.0,1815.1200000000001,-0.90756,USDC
2023-01-25 05:50:00,ETH-USDC,Sell,-2.0,1547.9,-3095.8,-1.5479,USDC
2023-01-25 01:25:00,BTC-USDC,Sell,-0.0331,22430.0,-742.433,-0.371216,USDC
2023-01-25 01:25:00,BTC-USDC,Sell,-0.3025,22430.0,-6785.075,-3.392537,USDC
2023-01-25 01:25:00,BTC-USDC,Sell,-0.1644,22430.0,-3687.4919999999997,-1.843746,USDC
2023-01-24 23:31:00,BTC-USDC,Buy,0.5,22631.0,11315.5,-5.65775,USDC
2023-01-24 22:38:00,BTC-USDC,Sell,-0.3999,22745.0,-9095.725499999999,-4.547862,USDC
2023-01-24 22:38:00,BTC-USDC,Sell,-0.1001,22746.0,-2276.8746,-1.138437,USDC
2023-01-24 21:56:00,BTC-USDC,Buy,0.42,22884.0,9611.279999999999,-4.80564,USDC
2023-01-24 21:56:00,BTC-USDC,Buy,0.08,22884.0,1830.72,-0.91536,USDC
2023-01-24 21:54:00,ETH-USDC,Sell,-2.0,1591.5,-3183.0,-1.5915,USDC
2023-01-24 21:54:00,BTC-USDC,Sell,-0.3275,22855.0,-7485.012500000001,-3.742506,USDC
2023-01-24 21:54:00,BTC-USDC,Sell,-0.1725,22857.0,-3942.8324999999995,-1.971416,USDC
2023-01-24 21:02:00,BTC-USDC,Buy,0.2433,23079.0,5615.1206999999995,-2.80756,USDC
2023-01-24 21:02:00,BTC-USDC,Buy,0.05,23079.0,1153.95,-0.576975,USDC
2023-01-24 21:02:00,BTC-USDC,Buy,0.0867,23078.0,2000.8626,-1.000431,USDC
2023-01-24 21:02:00,BTC-USDC,Buy,0.12,23078.0,2769.3599999999997,-1.38468,USDC
2023-01-24 14:43:00,ETH-USDC,Buy,2.0,1615.4,3230.8,-1.6154,USDC
2023-01-24 14:31:00,ETH-USDC,Sell,-0.98,1606.0,-1573.8799999999999,-0.78694,USDC
2023-01-24 14:31:00,ETH-USDC,Sell,-1.02,1606.0,-1638.1200000000001,-0.81906,USDC
2023-01-24 10:21:00,ETH-USDC,Sell,-1.0,1620.6,-1620.6,-0.8103,USDC
2023-01-23 20:22:00,ETH-USDC,Buy,5.0,1625.3,8126.5,-4.06325,USDC
2023-01-23 19:51:00,TRX-USDC,Sell,-40000.0,0.0619,-2476.0,-1.238,USDC
2023-01-23 18:40:00,TRX-USDC,Buy,20000.0,0.0624,1248.0,-0.624,USDC
2023-01-23 18:39:00,TRX-USDC,Buy,2000.0,0.0624,124.8,-0.0624,USDC
2023-01-23 18:39:00,TRX-USDC,Buy,17000.0,0.0624,1060.8,-0.5304,USDC
2023-01-23 18:39:00,TRX-USDC,Buy,1000.0,0.0624,62.4,-0.0312,USDC
2023-01-23 15:13:00,BTC-USDC,Buy,0.1122,22787.0,2556.7014,0.0,USDC
2023-01-23 15:13:00,BTC-USDC,Buy,0.0878,22784.0,2000.4352000000001,0.0,USDC
2023-01-23 15:11:00,BTC-USDC,Sell,-0.15,22698.0,-3404.7,0.0,USDC
2023-01-23 15:11:00,BTC-USDC,Sell,-0.05,22698.0,-1134.9,0.0,USDC
2023-01-23 15:10:00,ETH-USDC,Sell,-4.0,1610.2,-6440.8,0.0,USDC
2023-01-23 15:01:00,ETH-USDC,Buy,3.4,1611.3,5478.42,0.0,USDC
2023-01-23 15:01:00,ETH-USDC,Buy,0.6,1611.3,966.78,0.0,USDC
2023-01-23 14:59:00,ETH-USDC,Sell,-4.0,1606.6,-6426.4,0.0,USDC
2023-01-23 14:49:00,ETH-USDC,Buy,2.0,1635.3,3270.6,0.0,USDC
2023-01-23 14:28:00,ETH-USDC,Buy,2.0,1621.9,3243.8,0.0,USDC
2023-01-18 15:53:00,XLM-USDC,Sell,-28890.0,0.0859,-2481.6510000000003,-1.240825,USDC
2023-01-18 15:53:00,XLM-USDC,Sell,-11610.0,0.0859,-997.2990000000001,-0.498649,USDC
2023-01-18 14:11:00,XLM-USDC,Buy,22550.0,0.0884,1993.42,-0.99671,USDC
2023-01-18 14:11:00,XLM-USDC,Buy,17950.0,0.0884,1586.7800000000002,-0.79339,USDC
2023-01-18 13:11:00,TRX-USDC,Buy,12890.0,0.0621,800.469,-0.400234,USDC
2023-01-18 13:11:00,TRX-USDC,Buy,3220.0,0.0621,199.96200000000002,-0.099981,USDC
2023-01-18 13:11:00,TRX-USDC,Buy,8000.0,0.0621,496.8,-0.2484,USDC
2023-01-18 13:11:00,TRX-USDC,Buy,19390.0,0.062,1202.18,-0.60109,USDC
2023-01-18 13:11:00,TRX-USDC,Buy,21500.0,0.062,1333.0,-0.6665,USDC
2023-01-17 10:32:00,TRX-USDC,Sell,-65000.0,0.0621,-4036.5,-2.01825,USDC
2023-01-17 10:31:00,TRX-USDC,Sell,-65000.0,0.0621,-4036.5,-2.01825,USDC
2023-01-17 10:30:00,TRX-USDC,Buy,42000.0,0.0622,2612.4,-1.3062,USDC
2023-01-17 10:30:00,TRX-USDC,Buy,23000.0,0.0622,1430.6,-0.7153,USDC
2023-01-16 11:25:00,ETH-USDC,Sell,-0.044,1542.8,-67.88319999999999,-0.033941,USDC
2023-01-16 11:25:00,ETH-USDC,Sell,-1.956,1542.8,-3017.7167999999997,-1.508858,USDC
2023-01-16 11:25:00,BTC-USDC,Sell,-0.3,20828.0,-6248.4,-3.1242,USDC
2023-01-15 18:09:00,BTC-USDC,Buy,0.3,20776.0,6232.8,-3.1164,USDC
2023-01-13 20:54:00,ETH-USDC,Buy,2.0,1426.1,2852.2,-1.4261,USDC
2023-01-12 21:03:00,LINK-USDC,Sell,-795.1,6.39,-5080.689,-2.540344,USDC
2023-01-12 21:03:00,LINK-USDC,Sell,-104.9,6.391,-670.4159000000001,-0.335207,USDC
2023-01-12 17:39:00,LINK-USDC,Buy,517.8,6.336,3280.7808,-1.64039,USDC
2023-01-12 17:39:00,LINK-USDC,Buy,382.2,6.335,2421.237,-1.210618,USDC
2023-01-11 23:35:00,TRX-USDC,Buy,35000.0,0.0566,1981.0,0.0,USDC
2023-01-10 21:43:00,ETH-USDC,Buy,4.0,1342.8,5371.2,-2.6856,USDC
2023-01-10 19:43:00,ETH-USDC,Sell,-4.0,1339.0,-5356.0,-2.678,USDC
2023-01-10 19:15:00,ETH-USDC,Buy,4.0,1344.1,5376.4,0.0,USDC
2023-01-10 13:24:00,ETH-USDC,Sell,-0.001,1328.2,-1.3282,0.0,USDC
2023-01-10 13:24:00,ETH-USDC,Sell,-1.999,1328.2,-2655.0718,0.0,USDC
2023-01-10 13:24:00,ETH-USDC,Sell,-2.0,1328.2,-2656.4,0.0,USDC
2023-01-09 10:59:00,TRX-USDC,Sell,-3000.0,0.0551,-165.3,0.0,USDC
2023-01-09 10:59:00,TRX-USDC,Sell,-32000.0,0.0551,-1763.2,0.0,USDC
2023-01-08 07:30:00,TRX-USDC,Buy,15350.0,0.0519,796.6650000000001,0.0,USDC
2023-01-07 17:37:00,TRX-USDC,Sell,-7350.0,0.0516,-379.26,0.0,USDC
2023-01-07 17:37:00,TRX-USDC,Sell,-8000.0,0.0516,-412.8,0.0,USDC
2022-12-29 20:46:00,AVAX-USDC,Buy,100.0,10.74,1074.0,0.0,USDC
2022-12-29 20:30:00,AVAX-USDC,Buy,106.7,10.82,1154.4940000000001,0.0,USDC
2022-12-29 20:30:00,AVAX-USDC,Buy,143.3,10.82,1550.506,0.0,USDC
2022-12-29 01:14:00,ETH-USDC,Buy,2.5,1192.5,2981.25,0.0,USDC
2022-12-28 00:23:00,AVAX-USDC,Sell,-350.0,11.6,-4060.0,0.0,USDC
2022-12-27 16:23:00,ETH-USDC,Sell,-2.5,1210.1,-3025.25,0.0,USDC
2022-12-22 13:44:00,ETH-USDC,Sell,-1.489,1208.6,-1799.6054,0.0,USDC
2022-12-22 13:44:00,ETH-USDC,Sell,-8.511,1208.6,-10286.394599999998,0.0,USDC
2022-12-22 12:22:00,ETH-USDC,Buy,4.887,1217.0,5947.478999999999,0.0,USDC
2022-12-22 12:22:00,ETH-USDC,Buy,5.113,1217.0,6222.521000000001,0.0,USDC
2022-12-22 12:21:00,ETH-USDC,Sell,-10.0,1216.9,-12169.0,0.0,USDC
2022-12-22 09:01:00,ETH-USDC,Buy,0.003,1215.9,3.6477000000000004,0.0,USDC
2022-12-22 09:01:00,ETH-USDC,Buy,2.0,1215.9,2431.8,0.0,USDC
2022-12-22 09:01:00,ETH-USDC,Buy,5.497,1215.9,6683.8023,0.0,USDC
2022-12-22 09:01:00,ETH-USDC,Buy,1.5,1215.9,1823.8500000000001,0.0,USDC
2022-12-22 09:01:00,ETH-USDC,Buy,1.0,1215.9,1215.9,0.0,USDC
2022-12-20 01:32:00,ETH-USDC,Buy,1.0,1184.8,1184.8,0.0,USDC
2022-12-20 01:32:00,ETH-USDC,Buy,5.0,1184.8,5924.0,0.0,USDC
2022-12-19 15:04:00,ETH-USDC,Sell,-6.0,1184.7,-7108.200000000001,0.0,USDC
2022-12-19 14:38:00,ETH-USDC,Buy,6.0,1189.6,7137.599999999999,0.0,USDC
2022-12-19 13:52:00,ETH-USDC,Sell,-0.2,1184.0,-236.8,0.0,USDC
2022-12-19 13:52:00,ETH-USDC,Sell,-0.9,1184.0,-1065.6000000000001,0.0,USDC
2022-12-19 13:52:00,ETH-USDC,Sell,-0.9,1184.0,-1065.6000000000001,0.0,USDC
2022-12-19 13:52:00,ETH-USDC,Sell,-2.0,1183.4,-2366.8,0.0,USDC
2022-12-19 13:31:00,ETH-USDC,Sell,-0.2,1183.6,-236.72,0.0,USDC
2022-12-19 13:31:00,ETH-USDC,Sell,-0.9,1183.6,-1065.24,0.0,USDC
2022-12-19 13:31:00,ETH-USDC,Sell,-0.9,1183.6,-1065.24,0.0,USDC
